6;2020;1;3; T; 070.8; 077.4; 074.3; 068.1; 060.7; 052.0 
8;2020;1;3; T; 065.8; 072.5; 068.9; 064.3; 057.4; 049.3 
10;2020;1;3; T; 064.7; 073.0; 068.3; 060.6; 048.9; 042.3 
11;2020;1;3; T; 067.3; 073.9; 070.2; 065.4; 051.7; 040.6 
12;2020;1;3; T; 062.2; 070.1; 064.0; 059.9; 051.3; 042.8 
13;2020;1;3; T; 055.5; 063.8; 058.6; 052.9; 041.0; 037.4 
14;2020;1;3; T; 063.6; 070.6; 065.9; 062.6; 054.7; 048.0 
16;2020;1;3; T; 061.4; 067.9; 065.1; 059.5; 042.3; 037.4 
17;2020;1;3; T; 057.4; 068.3; 059.9; 052.0; 040.8; 038.3 
18;2020;1;3; T; 060.7; 065.0; 058.2; 050.1; 041.8; 040.2 
19;2020;1;3; T; 059.8; 068.2; 063.1; 056.2; 044.8; 038.4 
20;2020;1;3; T; 061.6; 072.4; 063.8; 056.9; 043.6; 038.8 
24;2020;1;3; T; 048.6; 056.7; 051.8; 046.4; 041.9; 040.4 
25;2020;1;3; T; 066.7; 070.4; 068.9; 067.0; 059.2; 050.4 
27;2020;1;3; T; 061.8; 072.8; 066.2; 052.6; 045.2; 039.7 
28;2020;1;3; T; 067.3; 075.6; 071.8; 061.8; 043.4; 039.3 
29;2020;1;3; T; 057.6; 067.0; 062.2; 050.7; 035.8; 032.7 
30;2020;1;3; T; 059.5; 067.5; 061.9; 056.2; 046.4; 042.3 
31;2020;1;3; T; 064.3; 073.8; 069.5; 055.3; 045.5; 041.0 
47;2020;1;3; T; 053.0; 065.2; 054.6; 047.0; 040.5; 038.4 
48;2020;1;3; T; 062.5; 068.0; 065.4; 061.4; 054.2; 046.8 
50;2020;1;3; T; 065.1; 070.8; 067.2; 063.6; 055.5; 049.1 
54;2020;1;3; T; 060.8; 067.4; 064.3; 059.6; 043.8; 040.5 
55;2020;1;3; T; 055.2; 064.3; 058.8; 050.8; 044.1; 041.2 
86;2020;1;3; T; 056.2; 066.4; 060.0; 050.4; 038.6; 036.9 
2;2020;1;3; D; 070.5; 075.7; 072.0; 069.6; 066.0; 063.1 
3;2020;1;3; D; 066.1; 071.5; 066.9; 062.1; 056.3; 049.2 
